set,number,name,subtitle,count,type,aspects,traits,arenas,cost,power,hp,fronttext,backtext,epicaction,doublesided,backart,frontart,rarity,marketprice,karabast_number
sor,049,Obi-Wan Kenobi,Following Fate,1,Unit,"['Vigilance', 'Heroism']","['FORCE', 'JEDI']",['Ground'],6,4,6,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) |When Defeated: Give 2 Experience tokens to another friendly unit. If it's a FORCE unit, draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/049.png,Rare,1.50,049
sor,165,Occupier Siege Tank,,1,Unit,['Aggression'],"['IMPERIAL', 'VEHICLE', 'TANK']",['Ground'],5,5,4,GRIT (This unit gets +1/+0 for each damage on it.),,,False,,https://cdn.swu-db.com/images/cards/SOR/165.png,Common,0.07,165
sor,172,Open Fire,,1,Event,['Aggression'],['TACTIC'],,3,,,Deal 4 damage to a unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/172.png,Common,0.10,172
sor,208,Outer Rim Headhunter,,1,Unit,['Cunning'],"['FRINGE', 'VEHICLE', 'FIGHTER']",['Space'],2,1,3,"RAID 1 (This unit gets +1/+0 while attacking.) |On Attack: If you control a leader unit, you may exhaust a non-leader unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/208.png,Common,0.07,208
sor,221,Outmaneuver,,1,Event,['Cunning'],['TACTIC'],,3,,,Choose an arena (ground or space). Exhaust each unit in that arena.,,,False,,https://cdn.swu-db.com/images/cards/SOR/221.png,Uncommon,0.24,221
sor,092,Overwhelming Barrage,,1,Event,"['Command', 'Villainy']",['TACTIC'],,5,,,"Give a friendly unit +2/+2 for this phase. Then, it deals damage equal to its power divided as you choose among any number of other units.",,,False,,https://cdn.swu-db.com/images/cards/SOR/092.png,Uncommon,2.74,092
sor,159,Partisan Insurgent,,1,Unit,['Aggression'],"['REBEL', 'TROOPER']",['Ground'],2,1,4,"While you control another Aggression unit, this unit gains RAID 2. (It gets +2/+0 while attacking.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/159.png,Common,0.09,159
sor,111,Patrolling V-Wing,,1,Unit,['Command'],"['VEHICLE', 'FIGHTER']",['Space'],2,1,1,When Played: Draw a card.,,,False,,https://cdn.swu-db.com/images/cards/SOR/111.png,Common,0.08,111
sor,209,Pirated Starfighter,,1,Unit,['Cunning'],"['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],2,2,4,RAID 1 (This unit gets +1/+0 while attacking.) |When Played: Return a friendly non-leader unit to its owner's hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/209.png,Uncommon,0.12,209
sor,170,Power Failure,,1,Event,['Aggression'],['TACTIC'],,2,,,Defeat any number of upgrades on a unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/170.png,Uncommon,0.10,170
sor,041,Power of the Dark Side,,1,Event,"['Vigilance', 'Villainy']",['INNATE'],,3,,,An opponent chooses a unit they control. Defeat that unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/041.png,Uncommon,0.79,041
sor,168,Precision Fire,,1,Event,['Aggression'],['TACTIC'],,1,,,"Attack with a unit. It gains SABOTEUR for this attack. If it's a TROOPER, it also gains +2/+0 for this attack. (Ignore Sentinel and defeat the defender's Shields.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/168.png,Common,0.07,168
sor,125,Prepare For Takeoff,,1,Event,['Command'],['PLAN'],,2,,,"Search the top 8 cards of your deck for up to 2 VEHICLE units, reveal them, and draw them. (Put the other cards on the bottom of your deck in a random order.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/125.png,Uncommon,0.12,125
sor,057,Protector,,1,Upgrade,"['Vigilance', 'Vigilance']",['INNATE'],,1,1,1,Attached unit gains SENTINEL. (Units in this arena can't attack your non-Sentinel units or your base.),,,False,,https://cdn.swu-db.com/images/cards/SOR/057.png,Uncommon,0.13,057
sor,154,Rallying Cry,,1,Event,"['Aggression', 'Aggression']",['TACTIC'],,3,,,Each friendly unit gains RAID 2 this phase. (They get +2/+0 while attacking.),,,False,,https://cdn.swu-db.com/images/cards/SOR/154.png,Uncommon,0.09,154
sor,103,Rebel Assault,,1,Event,"['Command', 'Heroism']","['REBEL', 'TACTIC']",,1,,,"Attack with a REBEL unit. It gets +1/+0 for this attack.|Then, attack with another REBEL unit. It gets +1/+0 for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SOR/103.png,Uncommon,0.37,103
sor,239,Rebel Pathfinder,,1,Unit,['Heroism'],"['REBEL', 'TROOPER']",['Ground'],2,2,3,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/239.png,Common,0.11,239
sor,123,Recruit,,1,Event,['Command'],['SUPPLY'],,1,,,"Search the top 5 cards of your deck for a unit, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/123.png,Common,0.07,123
sor,144,Red Three,Unstoppable,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'VEHICLE', 'FIGHTER']",['Space'],3,2,3,RAID 1 (This unit gets +1/+0 while attacking.)|Each other friendly Heroism unit gains RAID 1.,,,False,,https://cdn.swu-db.com/images/cards/SOR/144.png,Rare,6.72,144
sor,052,Redemption,Medical Frigate,1,Unit,"['Vigilance', 'Heroism']","['REBEL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],8,6,9,SENTINEL (Units in this arena can't attack your non-Sentinel units or your base.) |When Played: Heal up to 8 total damage from any number of units and/or bases. Deal that much damage to this unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/052.png,Rare,2.08,052
sor,062,Regional Governor,,1,Unit,['Vigilance'],"['IMPERIAL', 'OFFICIAL']",['Ground'],2,1,4,"When Played: Name a card. While this unit is in play, opponents can't play the named card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/062.png,Rare,0.85,062
sor,243,Regional Sympathizers,,1,Unit,['Heroism'],['REBEL'],['Ground'],4,3,4,"RESTORE 2 (When this unit attacks, heal 2 damage from your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/243.png,Common,0.08,243
sor,119,Reinforcement Walker,,1,Unit,['Command'],"['VEHICLE', 'WALKER']",['Ground'],8,6,9,When Played/On Attack: Look at the top card of your deck. Either draw that card or discard it and heal 3 damage from your base.,,,False,,https://cdn.swu-db.com/images/cards/SOR/119.png,Uncommon,0.87,119
sor,089,Relentless,Konstantine's Folly,1,Unit,"['Command', 'Villainy']","['IMPERIAL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],9,8,8,The first event played by each opponent each round loses all abilities.,,,False,,https://cdn.swu-db.com/images/cards/SOR/089.png,Rare,0.45,089
sor,074,Repair,,1,Event,['Vigilance'],['SUPPLY'],,1,,,Heal 3 damage from a unit or base.,,,False,,https://cdn.swu-db.com/images/cards/SOR/074.png,Common,0.06,074
sor,069,Resilient,,1,Upgrade,['Vigilance'],['INNATE'],,1,0,3,,,,False,,https://cdn.swu-db.com/images/cards/SOR/069.png,Common,0.08,069
sor,252,Restock,,1,Event,,['SUPPLY'],,1,,,Choose up to 4 cards in a discard pile. Put them on the bottom of their owner's deck in a random order.,,,False,,https://cdn.swu-db.com/images/cards/SOR/252.png,Common,0.07,252
sor,044,Restored ARC-170,,1,Unit,"['Vigilance', 'Heroism']","['REBEL', 'VEHICLE', 'FIGHTER']",['Space'],2,2,3,"Restore 1 (When this unit attacks, heal 1 damage from your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/044.png,Common,0.07,044
sor,126,Resupply,,1,Event,['Command'],['SUPPLY'],,3,,,Put this event into play as a resource.,,,False,,https://cdn.swu-db.com/images/cards/SOR/126.png,Common,0.18,126
sor,194,Rogue Operative,,1,Unit,"['Cunning', 'Heroism']","['REBEL', 'TROOPER']",['Ground'],3,2,4,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|Raid 2 (This unit gets +2/+0 while attacking.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/194.png,Common,0.06,194
sor,101,Rogue Squadron Skirmisher,,1,Unit,"['Command', 'Heroism']","['REBEL', 'VEHICLE', 'SPEEDER']",['Ground'],6,4,6,"AMBUSH (After you play this unit, it may ready and attack an enemy unit.)|When Played: Return a unit that costs 2 or less from your discard pile to your hand.",,,False,,https://cdn.swu-db.com/images/cards/SOR/101.png,Uncommon,0.11,101
sor,067,Rugged Survivors,,1,Unit,['Vigilance'],['FRINGE'],['Ground'],5,3,5,"Grit (This unit gets +1/+0 for each damage on it.)|On Attack: If you control a leader unit, you may draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/067.png,Common,0.07,067
sor,085,Rukh,Thrawn's Assassin,1,Unit,"['Command', 'Villainy']",['IMPERIAL'],['Ground'],5,3,6,"SHIELDED (When you play this unit, give a Shield token to it.)|When this unit deals combat damage to a non-leader unit while attacking: Defeat that unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/085.png,Rare,1.04,085
sor,134,Ruthless Raider,,1,Unit,"['Aggression', 'Villainy']","['IMPERIAL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],6,4,6,When Played/When Defeated: Deal 2 damage to an enemy base and 2 damage to an enemy unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/134.png,Uncommon,0.89,134
sor,014,Sabine Wren,Galvanized Revolutionary,1,Leader,"['Aggression', 'Heroism']","['MANDALORIAN', 'REBEL', 'SPECTRE']",['Ground'],4,2,5,Action [{Exhaust}]: Deal 1 damage to each base.,On Attack: Deal 1 damage to each enemy base.,"Epic Action: If you control 4 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/014-b.png,https://cdn.swu-db.com/images/cards/SOR/014.png,Common,0.07,014
sor,142,Sabine Wren,Explosives Artist,1,Unit,"['Aggression', 'Heroism']","['MANDALORIAN', 'REBEL', 'SPECTRE']",['Ground'],2,2,3,"While there are at least 3 aspects among other friendly units, this unit can't be attacked (unless she gains Sentinel). |On Attack: You may deal 1 damage to the defender or to a base.",,,False,,https://cdn.swu-db.com/images/cards/SOR/142.png,Uncommon,1.00,142
sor,153,Saw Gerrera,Extremist,1,Unit,"['Aggression', 'Aggression']",['REBEL'],['Ground'],4,5,4,"As an additional cost for each opponent to play an event, they must deal 2 damage to their base.",,,False,,https://cdn.swu-db.com/images/cards/SOR/153.png,Rare,0.60,153
sor,032,Scout Bike Pursuer,,1,Unit,"['Vigilance', 'Villainy']","['IMPERIAL', 'TROOPER']",['Ground'],2,1,4,GRIT (This unit gets +1/+0 for each damage on it.),,,False,,https://cdn.swu-db.com/images/cards/SOR/032.png,Common,0.10,032
sor,042,Search Your Feelings,,1,Event,"['Vigilance', 'Villainy']",['INNATE'],,4,,,"Search your deck for a card and draw it. (Then, shuffle your deck.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/042.png,Rare,0.51,042
sor,081,Seasoned Shoretrooper,,1,Unit,"['Command', 'Villainy']","['IMPERIAL', 'TROOPER']",['Ground'],2,2,3,"While you control 6 or more resources, this unit gets +2/+0.",,,False,,https://cdn.swu-db.com/images/cards/SOR/081.png,Common,0.09,081
sor,019,Security Complex,Scarif,1,Base,['Vigilance'],,,,,25,Epic Action: Give a Shield token to a non-leader unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/019.png,Rare,0.24,019
sor,180,Seventh Fleet Defender,,1,Unit,"['Cunning', 'Villainy']","['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],3,3,2,"SHIELDED (When you play this unit, give a Shield token to it.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/180.png,Common,0.15,180
sor,133,Seventh Sister,Implacable Inquisitor,1,Unit,"['Aggression', 'Villainy']","['FORCE', 'IMPERIAL', 'INQUISITOR']",['Ground'],5,3,6,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|When this unit deals combat damage to an opponent's base: You may deal 3 damage to a ground unit that opponent controls.",,,False,,https://cdn.swu-db.com/images/cards/SOR/133.png,Rare,2.06,133
sor,217,Shoot First,,1,Event,['Cunning'],['TRICK'],,1,,,"Attack with a unit. It gets +1/+0 for this attack and deals its combat damage before the defender. (If the defender is defeated, it deals no combat damage.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/217.png,Uncommon,0.30,217
sor,174,Smoke and Cinders,,1,Event,['Aggression'],['DISASTER'],,5,,,Each player discards all but 2 cards (of their choice) from their hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/174.png,Rare,0.21,174
sor,214,Smuggling Compartment,,1,Upgrade,['Cunning'],['MODIFICATION'],,1,1,1,"Attach to a VEHICLE unit.|Attached unit gains: ""On Attack: Ready a resource.""",,,False,,https://cdn.swu-db.com/images/cards/SOR/214.png,Uncommon,0.11,214
sor,215,Snapshot Reflexes,,1,Event,['Cunning'],['LEARNED'],,1,,,When Played: You may attack with attached unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/215.png,Common,0.09,215
sor,219,Sneak Attack,,1,Event,['Cunning'],['TRICK'],,2,,,"Play a unit from your hand. It costs 3 less and enters play ready. At the start of the regroup phase, defeat it.",,,False,,https://cdn.swu-db.com/images/cards/SOR/219.png,Rare,1.28,219
sor,244,Snowspeeder,,1,Unit,['Heroism'],"['REBEL', 'VEHICLE', 'SPEEDER']",['Ground'],5,3,6,"Ambush (After you play this unit, it may ready and attack an enemy unit.) |On Attack: Exhaust an enemy VEHICLE ground unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/244.png,Common,0.05,244
sor,227,Snowtrooper Lieutenant,,1,Unit,['Villainy'],"['IMPERIAL', 'TROOPER']",['Ground'],2,2,2,"When Played: You may attack with a unit. If it's an IMPERIAL unit, it gets +2/+0 for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SOR/227.png,Common,0.10,227
sor,200,Spark of Rebellion,,1,Event,"['Cunning', 'Heroism']",['SPECTRE'],,2,,,Look at an opponent's hand and discard a card from it.,,,False,,https://cdn.swu-db.com/images/cards/SOR/200.png,Rare,2.69,200
sor,140,SpecForce Soldier,,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'TROOPER']",['Ground'],1,2,2,When Played: A unit loses SENTINEL for this phase.,,,False,,https://cdn.swu-db.com/images/cards/SOR/140.png,Common,0.10,140
sor,163,Star Wing Scout,,1,Unit,['Aggression'],"['VEHICLE', 'FIGHTER']",['Space'],3,4,1,"When Defeated: If you have the initiative, draw 2 cards.",,,False,,https://cdn.swu-db.com/images/cards/SOR/163.png,Uncommon,0.10,163
sor,116,Steadfast Battalion,,1,Unit,['Command'],['TROOPER'],['Ground'],5,5,5,"OVERWHELM (When attacking an enemy unit, deal excess damage to the opponent's base.)|On Attack: If you control a leader unit, give a friendly unit +2/+2 for this phase.",,,False,,https://cdn.swu-db.com/images/cards/SOR/116.png,Common,0.08,116
sor,212,Strafing Gunship,,1,Unit,['Cunning'],"['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],4,3,4,"This unit can attack units in the ground arena.|While this unit is attacking a ground unit, the defender gets -2/-0.",,,False,,https://cdn.swu-db.com/images/cards/SOR/212.png,Rare,1.34,212
sor,127,Strike True,,1,Event,['Command'],['TACTIC'],,3,,,A friendly unit deals damage equal to its power to an enemy unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/127.png,Common,0.11,127
sor,043,Superlaser Blast,,1,Event,"['Vigilance', 'Villainy']","['DISASTER', 'TACTIC']",,8,,,Defeat all units.,,,False,,https://cdn.swu-db.com/images/cards/SOR/043.png,Legendary,16.56,043
sor,083,Superlaser Technician,,1,Unit,"['Command', 'Villainy']",['IMPERIAL'],['Ground'],3,2,1,When Defeated: You may put this unit into play as a resource and ready it.,,,False,,https://cdn.swu-db.com/images/cards/SOR/083.png,Common,0.12,083
sor,220,Surprise Strike,,1,Event,['Cunning'],['TACTIC'],,2,,,Attack with a unit. It gets +3/+0 for this attack.,,,False,,https://cdn.swu-db.com/images/cards/SOR/220.png,Common,0.08,220
sor,210,Swoop Racer,,1,Unit,['Cunning'],['FRINGE'],['Ground'],3,4,3,,,,False,,https://cdn.swu-db.com/images/cards/SOR/210.png,Common,0.06,210
sor,213,Syndicate Lackeys,,1,Unit,['Cunning'],['UNDERWORLD'],['Ground'],5,5,4,"AMBUSH (After you play this unit, it may ready and attack an enemy unit.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/213.png,Common,0.10,213
sor,066,System Patrol Craft,,1,Unit,['Vigilance'],"['VEHICLE', 'FIGHTER']",['Space'],4,3,4,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.),,,False,,https://cdn.swu-db.com/images/cards/SOR/066.png,Common,0.07,066
sor,231,TIE Advanced,,1,Unit,['Villainy'],"['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],4,3,2,When Played: Give 2 Experience tokens to another friendly IMPERIAL unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/231.png,Uncommon,0.27,231
sor,225,TIE/ln Fighter,,1,Unit,['Villainy'],"['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],1,2,1,,,,False,,https://cdn.swu-db.com/images/cards/SOR/225.png,Common,0.09,225
sor,124,Tactical Advantage,,1,Event,['Command'],['TACTIC'],,1,,,Give a unit +2/+2 for this phase.,,,False,,https://cdn.swu-db.com/images/cards/SOR/124.png,Common,0.05,124
sor,077,Takedown,,1,Event,['Vigilance'],['TACTIC'],,4,,,Defeat a unit with 5 or less remaining HP.,,,False,,https://cdn.swu-db.com/images/cards/SOR/077.png,Uncommon,0.89,077
sor,025,Tarkintown,Lothal,1,Base,['Aggression'],,,,,25,Epic Action: Deal 3 damage to a damaged non-leader unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/025.png,Rare,0.64,025
sor,091,The Emperor's Legion,,1,Event,"['Command', 'Villainy']","['IMPERIAL', 'SUPPLY']",,2,,,Return each unit in your discard pile that was defeated this phase to your hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/091.png,Rare,0.41,091
sor,055,The Force Is With Me,,1,Event,"['Vigilance', 'Heroism']",['FORCE'],,4,,,"Choose a friendly unit and give 2 Experience tokens to it. If you control a FORCE unit, also give a Shield token to the chosen unit.|You may attack with the chosen unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/055.png,Uncommon,0.26,055
sor,050,The Ghost,Spectre Home Base,1,Unit,"['Vigilance', 'Heroism']","['REBEL', 'VEHICLE', 'TRANSPORT', 'SPECTRE']",['Space'],6,5,5,"SHIELDED (When you play this unit, give a Shield token to it.)|When Played/On Attack: You may give a Shield token to another SPECTRE unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/050.png,Uncommon,0.17,050
sor,122,Traitorous,,1,Upgrade,['Command'],['INNATE'],,5,0,0,When this upgrade becomes attached to a non-leader unit that costs 3 or less: Take control of that unit.|When this upgrade becomes unattached from a unit: That unit's owner takes control of it.,,,False,,https://cdn.swu-db.com/images/cards/SOR/122.png,Rare,2.82,122
sor,104,U-Wing Reinforcement,,1,Event,"['Command', 'Heroism']",['SUPPLY'],,7,,,Search the top 10 cards of your deck for up to 3 units with combined cost 7 or less and play each of them for free. (Put the other cards on the bottom of your deck in a random order.),,,False,,https://cdn.swu-db.com/images/cards/SOR/104.png,Rare,3.99,104
sor,247,Underworld Thug,,1,Unit,,['UNDERWORLD'],['Ground'],2,2,3,,,,False,,https://cdn.swu-db.com/images/cards/SOR/247.png,Common,0.05,247
sor,191,Vanguard Ace,,1,Unit,"['Cunning', 'Heroism']","['NEW REPUBLIC', 'VEHICLE', 'FIGHTER']",['Space'],2,1,1,"When Played: For each other card you played this phase, give an Experience token to this unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/191.png,Uncommon,0.10,191
sor,108,Vanguard Infantry,,1,Unit,['Command'],['TROOPER'],['Ground'],1,1,2,When Defeated: You may give an Experience token to a unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/108.png,Common,0.10,108
sor,078,Vanquish,,1,Event,['Vigilance'],['TACTIC'],,5,,,Defeat a non-leader unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/078.png,Common,0.12,078
sor,058,Vigilance,,1,Event,"['Vigilance', 'Vigilance']",['INNATE'],,4,,,"Choose two, in any order:|Discard 6 cards from an opponent's deck. |Heal 5 damage from a base. |Defeat a unit with 3 or less remaining HP. |Give a Shield token to a unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/058.png,Legendary,32.58,058
sor,048,Vigilant Honor Guards,,1,Unit,"['Vigilance', 'Heroism']",['REBEL'],['Ground'],5,4,6,"While this unit is undamaged, it gains Sentinel (Units in this arena can't attack your non-Sentinel units or your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/048.png,Common,0.07,048
sor,228,Viper Probe Droid,,1,Unit,['Villainy'],"['IMPERIAL', 'DROID']",['Ground'],2,3,2,When Played: Look at an opponent's hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/228.png,Common,0.10,228
sor,248,Volunteer Soldier,,1,Unit,,['TROOPER'],['Ground'],3,2,3,"RAID 1 (This unit gets +1/+0 while attacking.)|If you control a TROOPER unit, this unit costs 1 less to play.",,,False,,https://cdn.swu-db.com/images/cards/SOR/248.png,Common,0.08,248
sor,164,Wampa,,1,Unit,['Aggression'],['CREATURE'],['Ground'],4,4,5,"Overwhelm (When attacking an enemy unit, deal excess damage to the opponent's base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/164.png,Common,0.06,164
sor,222,Waylay,,1,Event,['Cunning'],['TRICK'],,3,,,Return a non-leader unit to its owner's hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/222.png,Common,0.10,222
sor,100,Wedge Antilles,Star of the Rebellion,1,Unit,"['Command', 'Heroism']",['REBEL'],['Ground'],5,5,5,"Each friendly VEHICLE unit gets +1/+1 and gains AMBUSH. (After you play that unit, it may ready and attack an enemy unit.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/100.png,Rare,0.55,100
sor,064,Wilderness Fighter,,1,Unit,['Vigilance'],['TROOPER'],['Ground'],3,2,4,"SHIELDED (When you play this unit, give a Shield token to it.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/064.png,Common,0.07,064
sor,241,Wing Leader,,1,Unit,['Heroism'],"['REBEL', 'VEHICLE', 'FIGHTER']",['Space'],3,2,1,When Played: Give 2 Experience tokens to another friendly REBEL unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/241.png,Uncommon,0.33,241
sor,160,Wolffe,Suspicious Veteran,1,Unit,['Aggression'],"['FRINGE', 'CLONE']",['Ground'],2,3,2,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|When Played/On Attack: Bases can't be healed for this phase.",,,False,,https://cdn.swu-db.com/images/cards/SOR/160.png,Rare,1.59,160
sor,045,Yoda,Old Master,1,Unit,"['Vigilance', 'Heroism']","['FORCE', 'JEDI']",['Ground'],3,2,4,"Restore 2 (When this unit attacks, heal 2 damage from your base.)|When Defeated: Choose any number of players. They each draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/045.png,Uncommon,0.18,045
sor,246,You're My Only Hope,,1,Event,['Heroism'],['GAMBIT'],,3,,,"Look at the top card of your deck. You may play it. It costs 5 less. If your base has 5 or less remaining HP, you may play it for free instead.",,,False,,https://cdn.swu-db.com/images/cards/SOR/246.png,Rare,0.92,246
sor,146,Zeb Orrelios,Headstrong Warrior,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'SPECTRE']",['Ground'],5,5,5,"When this unit completes an attack: If the defender was defeated, you may deal 4 damage to a ground unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/146.png,Uncommon,0.16,146
shd,188,4-LOM,Bounty Hunter for Hire,1,Unit,"['Cunning', 'Villainy']","['UNDERWORLD', 'DROID', 'BOUNTY HUNTER']",['Ground'],4,4,4,"AMBUSH (When you play this unit, it may ready and attack an enemy unit.)|Each friendly unit named Zuckuss gets +1/+1 and gains AMBUSH.",,,False,,https://cdn.swu-db.com/images/cards/SHD/188.png,Uncommon,0.21,188
shd,207,A New Adventure,,1,Event,"['Cunning', 'Cunning']",['GAMBIT'],,2,,,"Return a non-leader unit that costs 6 or less to its owner's hand. Then, its owner may play it for free.",,,False,,https://cdn.swu-db.com/images/cards/SHD/207.png,Uncommon,0.08,207
shd,101,Adelphi Patrol Wing,,1,Unit,"['Command', 'Heroism']","['NEW REPUBLIC', 'VEHICLE', 'FIGHTER']",['Space'],5,4,6,"When Played: You may attack with a unit. If you have the initiative, it gets +2/+0 for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SHD/101.png,Common,0.09,101
shd,243,Altering the Deal,,1,Event,['Villainy'],['TRICK'],,1,,,Discard a captured card guarded by a friendly unit.,,,False,,https://cdn.swu-db.com/images/cards/SHD/243.png,Rare,0.22,243
shd,175,Armed to the Teeth,,1,Upgrade,['Aggression'],"['SUPPLY', 'WEAPON']",,2,2,0,"Attached unit gains: ""On Attack: Give another friendly unit +2/+0 for this phase.""|Smuggle [C=4 Aggression] (If this card is a resource, you may play it for its smuggle cost. Replace it with the top card of your deck.)",,,False,,https://cdn.swu-db.com/images/cards/SHD/175.png,Uncommon,0.09,175
shd,122,Arquitens Assault Cruiser,,1,Unit,['Command'],"['VEHICLE', 'CAPITAL SHIP']",['Space'],8,7,8,Ambush |When this unit attacks and defeats a non-leader unit: Put the defeated unit into play as a resource under your control.,,,False,,https://cdn.swu-db.com/images/cards/SHD/122.png,Rare,0.33,122
shd,184,Bazine Netal,Spy for the First Order,1,Unit,"['Cunning', 'Villainy']",['UNDERWORLD'],['Ground'],2,1,3,"When Played: Look at an opponent's hand. You may discard 1 of those cards. If you do, that player draws a card. |Smuggle [C=4 Cunning Villainy]",,,False,,https://cdn.swu-db.com/images/cards/SHD/184.png,Rare,1.97,184
shd,237,Black Sun Starfighter,,1,Unit,['Villainy'],"['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],3,3,2,Sentinel (Units in this arena can't attack your non-Sentinel units or your base.),,,False,,https://cdn.swu-db.com/images/cards/SHD/237.png,Common,0.07,237
shd,012,Bo-Katan Kryze,Princess in Exile,1,Leader,"['Aggression', 'Heroism']",['MANDALORIAN'],['Ground'],6,4,7,"Action [{{Exhaust}}]: If you attacked with a Mandalorian unit this phase, deal 1 damage to a unit.","On Attack: You may deal 1 damage to a unit. If you attacked with another Mandalorian unit this phase, you may deal 1 damage to a unit. (The same unit or a different unit.)","Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SHD/012-b.png,https://cdn.swu-db.com/images/cards/SHD/012.png,Rare,0.16,012
shd,157,Bo-Katan Kryze,Fighting For Mandalore,1,Unit,"['Aggression', 'Aggression']","['MANDALORIAN', 'TROOPER']",['Ground'],2,3,3,"When Defeated: For each player with 15 or more damage on their base, draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SHD/157.png,Uncommon,0.13,157
shd,008,Boba Fett,Daimyo,1,Leader,"['Command', 'Heroism']",['UNDERWORLD'],['Ground'],6,4,7,"When you play a unit that has 1 or more KEYWORDS: You may exhaust this leader. If you do, give a friendly unit +1/+0 for this phase.",Each other friendly unit that has 1 or more KEYWORDS gets +1/+0.,"Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SHD/008-b.png,https://cdn.swu-db.com/images/cards/SHD/008.png,Common,0.06,008
shd,224,Boba Fett's Armor,,1,Upgrade,['Cunning'],"['ITEM', 'ARMOR']",,2,2,2,"Attach to a non-Vehicle unit. |If attached unit is Boba Fett and damage would be dealt to him, prevent 2 of that damage.",,,False,,https://cdn.swu-db.com/images/cards/SHD/224.png,Rare,0.91,224
