set,number,name,subtitle,count,type,aspects,traits,arenas,cost,power,hp,fronttext,backtext,epicaction,doublesided,backart,frontart,rarity,marketprice,karabast_number
sor,438,Forced Surrender,,1,Event,['Aggression'],['PLAN'],,6,,,Draw 2 cards. Each opponent whose base you've damaged this phase discards 2 cards from their hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/438.png,Uncommon,0.71,175
sor,507,Frontier AT-RT,,1,Unit,,"['VEHICLE', 'WALKER']",['Ground'],4,3,5,"While you control another VEHICLE unit, this unit gains AMBUSH. (After you play this unit, it may ready and attack an enemy unit.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/507.png,Common,0.27,249
sor,374,Frontline Shuttle,,1,Unit,['Command'],"['VEHICLE', 'TRANSPORT']",['Space'],2,1,3,"Action [defeat this unit]: Attack with a unit, even if it's exhausted. it can't attack bases for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SOR/374.png,Rare,2.24,110
sor,495,Galactic Ambition,,1,Event,['Villainy'],['INNATE'],,7,,,Play a non-Heroism unit from your hand for free. Deal damage to your base equal to its cost.,,,False,,https://cdn.swu-db.com/images/cards/SOR/495.png,Rare,1.48,235
sor,473,Gamorrean Guards,,1,Unit,['Cunning'],['UNDERWORLD'],['Ground'],4,4,4,"While you control another Cunning unit, this unit gains SENTINEL. (Units in this arena can't attack your non-Sentinel units or your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/473.png,Common,0.34,211
sor,500,General Dodonna,Massassi Group Commander,1,Unit,['Heroism'],"['REBEL', 'OFFICIAL']",['Ground'],4,4,4,Other friendly REBEL units get +1/+1.,,,False,,https://cdn.swu-db.com/images/cards/SOR/500.png,Uncommon,1.06,242
sor,369,General Krell,Heartless Tactician,1,Unit,"['Command', 'Command']","['FORCE', 'JEDI', 'REPUBLIC']",['Ground'],5,5,4,"Each other friendly unit gains:|""When Defeated: You may draw a card.""",,,False,,https://cdn.swu-db.com/images/cards/SOR/369.png,Rare,3.10,105
sor,345,General Tagge,Concerned Commander,1,Unit,"['Command', 'Villainy']","['IMPERIAL', 'OFFICIAL']",['Ground'],2,2,2,When Played: Give an Experience token to each of up to 3 TROOPER units.,,,False,,https://cdn.swu-db.com/images/cards/SOR/345.png,Uncommon,0.91,081
sor,491,General Veers,Blizzard Force Commander,1,Unit,['Villainy'],"['IMPERIAL', 'OFFICIAL']",['Ground'],3,3,3,Other friendly IMPERIAL units get +1/+1.,,,False,,https://cdn.swu-db.com/images/cards/SOR/491.png,Uncommon,0.63,230
sor,302,Gideon Hask,Ruthless Loyalist,1,Unit,"['Vigilance', 'Villainy']","['IMPERIAL', 'TROOPER']",['Ground'],5,5,5,When an enemy unit is defeated: Give an Experience token to a friendly unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/302.png,Rare,4.32,036
sor,350,Gladiator Star Destroyer,,1,Unit,"['Command', 'Villainy']","['IMPERIAL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],6,5,6,When Played: Give a unit Sentinel for this phase. (Units in this arena can't attack your non-Sentinel units or your base.),,,False,,https://cdn.swu-db.com/images/cards/SOR/350.png,Common,0.30,086
sor,282,Grand Admiral Thrawn,Patient and Insightful,1,Leader,"['Cunning', 'Villainy']","['IMPERIAL', 'OFFICIAL']",['Ground'],6,3,9,"When the action phase starts: Look at the top card of each player's deck.|Action [{C=1}, {Exhaust}]: Reveal the top card of any player's deck. Exhaust a unit that costs the same as or less than the revealed card.",When the action phase starts: Look at the top card of each player's deck.|On Attack: You may reveal the top card of any player's deck. Exhaust a unit that costs the same as or less than the revealed card.,"Epic Action: If you control 7 or more resources, deploy this leader. (Flip him, ready him, and move him to the ground arena.)",True,https://cdn.swu-db.com/images/cards/SOR/282-b.png,https://cdn.swu-db.com/images/cards/SOR/282.png,Rare,2.15,016
sor,277,Grand Inquisitor,Hunting The Jedi,1,Leader,"['Aggression', 'Villainy']","['FORCE', 'IMPERIAL', 'INQUISITOR']",['Ground'],6,3,6,Action [{Exhaust}]: Deal 2 damage to a friendly unit with 3 or less power and ready it.,On Attack: You may deal 1 damage to another friendly unit with 3 or less power and ready it.,"Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/277-b.png,https://cdn.swu-db.com/images/cards/SOR/277.png,Rare,1.18,011
sor,274,Grand Moff Tarkin,Oversector Governor,1,Leader,"['Command', 'Villainy']","['IMPERIAL', 'OFFICIAL']",['Ground'],5,2,7,"Action [{C=1}, {{Exhaust}}]: Give an Experience token to an IMPERIAL unit.",On Attack: You may give an Experience token to another IMPERIAL unit.,"Epic Action: If you control 5 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/274-b.png,https://cdn.swu-db.com/images/cards/SOR/274.png,Common,0.20,007
sor,466,Greedo,Slow on the Draw,1,Unit,['Cunning'],"['UNDERWORLD', 'BOUNTY HUNTER']",['Ground'],1,3,1,"When Defeated: You may discard a card from your deck. If it's not a unit, deal 2 damage to a ground unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/466.png,Uncommon,2.46,204
sor,404,Green Squadron A-Wing,,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'VEHICLE', 'FIGHTER']",['Space'],2,1,3,RAID 2 (This unit gets +2/+0 while attacking.),,,False,,https://cdn.swu-db.com/images/cards/SOR/404.png,Common,0.78,141
sor,326,Guardian of the Whills,,1,Unit,['Vigilance'],"['FORCE', 'FRINGE']",['Ground'],2,2,2,The first upgrade you play on this unit each round costs 1 less.,,,False,,https://cdn.swu-db.com/images/cards/SOR/326.png,Common,0.32,061
sor,411,Guerilla Attack Pod,,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'VEHICLE', 'WALKER']",['Ground'],6,4,6,"GRIT (This unit gets +1/+0 for each damage on it.)|When Played: If a base has 15 or more damage on it, ready this unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/411.png,Common,0.36,148
sor,283,Han Solo,Audacious Smuggler,1,Leader,"['Cunning', 'Heroism']",['UNDERWORLD'],['Ground'],6,4,6,"Action [{Exhaust}]: Put a card from your hand into play as a resource and ready it. At the start of the next action phase, defeat a resource you control.","On Attack: Put the top card of your deck into play as a resource and ready it. At the start of the next action phase, defeat a resource you control.","Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/283-b.png,https://cdn.swu-db.com/images/cards/SOR/283.png,Rare,1.16,017
sor,460,Han Solo,Reluctant Hero,1,Unit,"['Cunning', 'Heroism']",['UNDERWORLD'],['Ground'],7,6,6,"Ambush (After you play this unit, he may ready and attack an enemy unit.) |While attacking, this unit deals combat damage before the defender.",,,False,,https://cdn.swu-db.com/images/cards/SOR/460.png,Rare,8.79,198
sor,385,Hardpoint Heavy Blaster,,1,Upgrade,['Command'],"['MODIFICATION', 'WEAPON']",,2,2,2,"Attach to a VEHICLE unit.|Attached unit gains: ""On Attack: If this unit isn't attacking a base, you may deal 2 damage to a unit in the defender's arena.""",,,False,,https://cdn.swu-db.com/images/cards/SOR/385.png,Uncommon,0.63,121
sor,275,Hera Syndulla,Spectre Two,1,Leader,"['Command', 'Heroism']","['REBEL', 'TWILEK', 'SPECTRE']",['Ground'],6,4,6,Ignore the aspect penalty on SPECTRE cards you play.,Ignore the aspect penalty on SPECTRE cards you play.|On Attack: You may give an Experience token to another unique unit.,"Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/275-b.png,https://cdn.swu-db.com/images/cards/SOR/275.png,Rare,0.89,008
sor,413,Heroic Sacrifice,,1,Event,"['Aggression', 'Heroism']",['TACTIC'],,1,,,"Draw a card, then attack with a unit. For this attack, it gets +2/+0 and gains: ""When this unit deals combat damage: Defeat it.""",,,False,,https://cdn.swu-db.com/images/cards/SOR/413.png,Rare,4.40,150
sor,366,Home One,Alliance Flagship,1,Unit,"['Command', 'Heroism']","['REBEL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],8,7,7,Restore 2|Each other friendly unit gains Restore 1.|When Played: Play a Heroism unit from your discard pile. It costs 3 less.,,,False,,https://cdn.swu-db.com/images/cards/SOR/366.png,Legendary,18.29,102
sor,377,Homestead Militia,,1,Unit,['Command'],"['FRINGE', 'TROOPER']",['Ground'],3,3,4,"While you control 6 or more resources, this unit gains SENTINEL. (Units in this arena can't attack your non-Sentinel units or your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/377.png,Common,0.19,113
sor,450,I Had No Choice,,1,Event,"['Cunning', 'Villainy']",['TRICK'],,7,,,Choose up to 2 non-leader units. An opponent chooses 1 of those units. Return that unit to its owner's hand and put the other on the bottom of its owner's deck.,,,False,,https://cdn.swu-db.com/images/cards/SOR/450.png,Rare,0.89,187
sor,278,IG-88,Ruthless Bounty Hunter,1,Leader,"['Aggression', 'Villainy']","['UNDERWORLD', 'DROID', 'BOUNTY HUNTER']",['Ground'],5,5,4,"Action [{Exhaust}]: Attack with a unit. If you control more units than the defending player, the attacker gets +1/+0 for this attack.",Each other friendly unit gains Raid 1. (They get +1/+0 while attacking.),"Epic Action: If you control 5 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/278-b.png,https://cdn.swu-db.com/images/cards/SOR/278.png,Common,0.10,012
sor,439,ISB Agent,,1,Unit,"['Cunning', 'Villainy']",['IMPERIAL'],['Ground'],1,1,3,"When Played: You may reveal an event from your hand. If you do, deal 1 damage to a unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/439.png,Common,0.21,176
sor,270,Iden Versio,Infero Squad Commander,1,Leader,"['Vigilance', 'Villainy']","['IMPERIAL', 'TROOPER']",['Ground'],6,4,4,"Action [{Exhaust}]: If an enemy unit was defeated this phase, heal 1 damage from your base.","SHIELDED (When you deploy this leader, give her a Shield token.)|When an enemy unit is defeated: Heal 1 damage from your base.","Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/270-b.png,https://cdn.swu-db.com/images/cards/SOR/270.png,Rare,2.06,002
sor,396,Imperial Interceptor,,1,Unit,"['Aggression', 'Villainy']","['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],4,3,2,When Played: You may deal 3 damage to a space unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/396.png,Common,0.78,132
sor,297,Inferno Four,Unforgetting,1,Unit,"['Vigilance', 'Villainy']","['IMPERIAL', 'VEHICLE', 'FIGHTER']",['Space'],2,2,3,When Played/When Defeated: Look at the top 2 cards of your deck. Put any number of them on the bottom of your deck and the rest on top in any order.,,,False,,https://cdn.swu-db.com/images/cards/SOR/297.png,Uncommon,4.21,031
sor,429,Infiltrator's Skill,,1,Upgrade,['Aggression'],['LEARNED'],,1,1,1,"Attached unit gains SABOTEUR. (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/429.png,Common,0.28,166
sor,340,It Binds All Things,,1,Event,['Vigilance'],['FORCE'],,2,,,"Heal up to 3 damage from a unit. If you control a FORCE unit, you may deal that much damage to another unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/340.png,Rare,2.93,075
sor,444,Jabba the Hutt,Cunning Daimyo,1,Unit,"['Cunning', 'Villainy']","['UNDERWORLD', 'HUTT']",['Ground'],4,2,8,"Each TRICK event you play costs 1 less.|When Played: Search the top 8 cards of your deck for a TRICK event, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/444.png,Rare,4.36,181
sor,467,Jawa Scavenger,,1,Unit,['Cunning'],"['FRINGE', 'JAWA']",['Ground'],1,2,1,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/467.png,Common,0.19,205
sor,421,Jedha Agitator,,1,Unit,['Aggression'],['REBEL'],['Ground'],2,2,1,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|On Attack: If you control a leader unit, deal 2 damage to a ground unit or a base.",,,False,,https://cdn.swu-db.com/images/cards/SOR/421.png,Common,0.22,158
sor,294,Jedha City,Jedha,1,Base,['Cunning'],,,,,25,Epic Action: Give a non-leader unit -4/-0 for this phase.,,,False,,https://cdn.swu-db.com/images/cards/SOR/294.png,Rare,4.39,028
sor,319,Jedi Lightsaber,,1,Upgrade,"['Vigilance', 'Heroism']","['ITEM', 'WEAPON', 'LIGHTSABER']",,3,3,3,"Attach to a non-VEHICLE unit.|If attached unit is a FORCE unit, it gains: ""On Attack: Give the defender -2/-2 for this phase.""",,,False,,https://cdn.swu-db.com/images/cards/SOR/319.png,Rare,6.57,054
sor,284,Jyn Erso,Resisting Oppression,1,Leader,"['Cunning', 'Heroism']",['REBEL'],['Ground'],6,4,7,Action [{Exhaust}]: Attack with a unit. The defender gets -1/-0 for this attack.,"While a friendly unit is attacking, the defender gets -1/-0.","Epic Action: If you control 6 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/284-b.png,https://cdn.swu-db.com/images/cards/SOR/284.png,Common,0.11,018
sor,408,K-2SO,Cassian's Counterpart,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'DROID']",['Ground'],4,4,4,"OVERWHELM|When Defeated: For each opponent, choose one: either deal 3 damage to that player's base, or that player discards a card from their hand.",,,False,,https://cdn.swu-db.com/images/cards/SOR/408.png,Rare,15.58,145
sor,313,Kanan Jarrus,Revealed Jedi,1,Unit,"['Vigilance', 'Heroism']","['FORCE', 'JEDI', 'REBEL', 'SPECTRE']",['Ground'],4,4,5,On Attack: You may discard 1 card from the defending player's deck for each friendly SPECTRE unit. Heal 1 damage from your base for each different aspect among the discarded cards.,,,False,,https://cdn.swu-db.com/images/cards/SOR/313.png,Uncommon,3.75,047
sor,414,Karabast,,1,Event,"['Aggression', 'Heroism']",['SPECTRE'],,2,,,A friendly unit deals damage to an enemy unit equal to the amount of damage on the friendly unit plus 1.,,,False,,https://cdn.swu-db.com/images/cards/SOR/414.png,Uncommon,0.96,151
sor,432,Keep Fighting,,1,Event,['Aggression'],['TACTIC'],,2,,,Ready a unit with 3 or less power.,,,False,,https://cdn.swu-db.com/images/cards/SOR/432.png,Common,0.32,169
sor,293,Kestro City,Vardos,1,Base,['Aggression'],,,,,30,,,,False,,https://cdn.swu-db.com/images/cards/SOR/293.png,Common,0.26,027
sor,459,Lando Calrissian,Responsible Businessman,1,Unit,"['Cunning', 'Heroism']","['FRINGE', 'OFFICIAL']",['Ground'],6,6,5,"SABOTEUR (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|When Played: Return up to 2 friendly resources to their owners' hands.",,,False,,https://cdn.swu-db.com/images/cards/SOR/459.png,Rare,2.09,197
sor,276,Leia Organa,Alliance General,1,Leader,"['Command', 'Heroism']","['REBEL', 'OFFICIAL']",['Ground'],5,3,6,"Action [{Exhaust}]: Attack with a REBEL unit. Then, you may attack with another REBEL unit.",Raid 1 (This unit gets +1/+0 while attacking.)|When this unit completes an attack: You may attack with another REBEL unit.,"Epic Action: If you control 5 or more resources, deploy this leader.",True,https://cdn.swu-db.com/images/cards/SOR/276-b.png,https://cdn.swu-db.com/images/cards/SOR/276.png,Common,0.16,009
sor,301,Lieutenant Childsen,Death Star Prison Warden,1,Unit,"['Vigilance', 'Villainy']","['IMPERIAL', 'OFFICIAL']",['Ground'],4,2,2,"Sentinel (Units in this arena can't attack your non-sentinel units or your base.)|When Played: Reveal up to 4 Vigilance cards from your hand. For each card revealed this way, give an Experience token to this unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/301.png,Uncommon,1.83,035
sor,452,Lothal Insurgent,,1,Unit,"['Cunning', 'Heroism']",['REBEL'],['Ground'],2,3,2,"When Played: If you played another card this phase, each opponent draws a card then discards a random card from their hand.",,,False,,https://cdn.swu-db.com/images/cards/SOR/452.png,Common,0.23,190
sor,317,Luke Skywalker,Jedi Knight,1,Unit,"['Vigilance', 'Heroism']","['FORCE', 'JEDI', 'REBEL']",['Ground'],7,6,7,"RESTORE 3|When Played: Give an enemy unit -3/-3 for this phase. If a friendly unit was defeated this phase, give that enemy unit -6/-6 for this phase instead.",,,False,,https://cdn.swu-db.com/images/cards/SOR/317.png,Legendary,56.56,051
sor,412,Mace Windu,Party Crasher,1,Unit,"['Aggression', 'Heroism']","['FORCE', 'JEDI', 'REPUBLIC']",['Ground'],7,5,7,Ambush|When this unit attacks and defeats a unit: Ready him.,,,False,,https://cdn.swu-db.com/images/cards/SOR/412.png,Legendary,11.01,149
sor,341,Make an Opening,,1,Event,['Vigilance'],['TACTIC'],,3,,,Give a unit -2/-2 for this phase. Heal 2 damage from your base.,,,False,,https://cdn.swu-db.com/images/cards/SOR/341.png,Common,0.98,076
sor,494,Maximum Firepower,,1,Event,['Villainy'],"['IMPERIAL', 'TACTIC']",,4,,,"A friendly IMPERIAL unit deals damage equal to its power to a unit.|Then, another friendly IMPERIAL unit deals damage equal to its power to the same unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/494.png,Common,0.34,234
sor,503,Medal Ceremony,,1,Event,['Heroism'],['REBEL'],,0,,,Give an Experience token to each of up to 3 REBEL units that attacked this phase.,,,False,,https://cdn.swu-db.com/images/cards/SOR/503.png,Common,0.54,245
sor,381,Mercenary Company,,1,Unit,['Command'],"['UNDERWORLD', 'TROOPER']",['Ground'],6,5,5,"AMBUSH (After you play this unit, it may ready and attack an enemy unit.)|OVERWHELM (When attacking an enemy unit, deal excess damage to the opponent's base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/381.png,Common,0.20,121
sor,455,Millennium Falcon,Piece Of Junk,1,Unit,"['Cunning', 'Heroism']","['UNDERWORLD', 'VEHICLE', 'TRANSPORT']",['Space'],3,3,4,This unit enters play ready. |When you ready cards during the regroup phase: Either pay 1 or return this unit to her owner's hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/455.png,Legendary,28.70,193
sor,468,Mining Guild TIE Fighter,,1,Unit,['Cunning'],"['FRINGE', 'VEHICLE', 'FIGHTER']",['Space'],1,1,2,"On Attack: You may pay 2. If you do, draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/468.png,Common,0.20,206
sor,434,Mission Briefing,,1,Event,['Aggression'],['PLAN'],,3,,,Choose a player. They draw 2 cards.,,,False,,https://cdn.swu-db.com/images/cards/SOR/434.png,Common,0.21,171
sor,338,Moment of Peace,,1,Event,['Vigilance'],['INNATE'],,1,,,Give a Shield token to a unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/338.png,Common,0.21,073
sor,360,Mon Mothma,Voice of the Rebellion,1,Unit,['Command'],"['REBEL', 'OFFICIAL']",['Ground'],2,1,3,"When Played: Search the top 5 cards of your deck for a REBEL card, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/360.png,Uncommon,0.81,096
sor,449,No Good to Me Dead,,1,Event,"['Cunning', 'Villainy']",['PLAN'],,2,,,Exhaust a unit. That unit can't ready this round (including during the regroup phase).,,,False,,https://cdn.swu-db.com/images/cards/SOR/449.png,Uncommon,4.84,186
sor,315,Obi-Wan Kenobi,Following Fate,1,Unit,"['Vigilance', 'Heroism']","['FORCE', 'JEDI']",['Ground'],6,4,6,"Sentinel (Units in this arena can't attack your non-Sentinel units or your base.) |When Defeated: Give 2 Experience tokens to another friendly unit. If it's a FORCE unit, draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/315.png,Rare,9.35,049
sor,428,Occupier Siege Tank,,1,Unit,['Aggression'],"['IMPERIAL', 'VEHICLE', 'TANK']",['Ground'],5,5,4,GRIT (This unit gets +1/+0 for each damage on it.),,,False,,https://cdn.swu-db.com/images/cards/SOR/428.png,Common,0.14,165
sor,435,Open Fire,,1,Event,['Aggression'],['TACTIC'],,3,,,Deal 4 damage to a unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/435.png,Common,1.20,172
sor,470,Outer Rim Headhunter,,1,Unit,['Cunning'],"['FRINGE', 'VEHICLE', 'FIGHTER']",['Space'],2,1,3,"RAID 1 (This unit gets +1/+0 while attacking.) |On Attack: If you control a leader unit, you may exhaust a non-leader unit.",,,False,,https://cdn.swu-db.com/images/cards/SOR/470.png,Common,0.21,208
sor,483,Outmaneuver,,1,Event,['Cunning'],['TACTIC'],,3,,,Choose an arena (ground or space). Exhaust each unit in that arena.,,,False,,https://cdn.swu-db.com/images/cards/SOR/483.png,Uncommon,0.98,221
sor,356,Overwhelming Barrage,,1,Event,"['Command', 'Villainy']",['TACTIC'],,5,,,"Give a friendly unit +2/+2 for this phase. Then, it deals damage equal to its power divided as you choose among any number of other units.",,,False,,https://cdn.swu-db.com/images/cards/SOR/356.png,Uncommon,9.24,092
sor,422,Partisan Insurgent,,1,Unit,['Aggression'],"['REBEL', 'TROOPER']",['Ground'],2,1,4,"While you control another Aggression unit, this unit gains RAID 2. (It gets +2/+0 while attacking.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/422.png,Common,0.27,159
sor,375,Patrolling V-Wing,,1,Unit,['Command'],"['VEHICLE', 'FIGHTER']",['Space'],2,1,1,When Played: Draw a card.,,,False,,https://cdn.swu-db.com/images/cards/SOR/375.png,Common,0.27,111
sor,471,Pirated Starfighter,,1,Unit,['Cunning'],"['UNDERWORLD', 'VEHICLE', 'FIGHTER']",['Space'],2,2,4,RAID 1 (This unit gets +1/+0 while attacking.) |When Played: Return a friendly non-leader unit to its owner's hand.,,,False,,https://cdn.swu-db.com/images/cards/SOR/471.png,Uncommon,0.86,209
sor,433,Power Failure,,1,Event,['Aggression'],['TACTIC'],,2,,,Defeat any number of upgrades on a unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/433.png,Uncommon,0.56,170
sor,307,Power of the Dark Side,,1,Event,"['Vigilance', 'Villainy']",['INNATE'],,3,,,An opponent chooses a unit they control. Defeat that unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/307.png,Uncommon,4.44,041
sor,431,Precision Fire,,1,Event,['Aggression'],['TACTIC'],,1,,,"Attack with a unit. It gains SABOTEUR for this attack. If it's a TROOPER, it also gains +2/+0 for this attack. (Ignore Sentinel and defeat the defender's Shields.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/431.png,Common,0.29,168
sor,389,Prepare For Takeoff,,1,Event,['Command'],['PLAN'],,2,,,"Search the top 8 cards of your deck for up to 2 VEHICLE units, reveal them, and draw them. (Put the other cards on the bottom of your deck in a random order.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/389.png,Uncommon,0.53,125
sor,322,Protector,,1,Upgrade,"['Vigilance', 'Vigilance']",['INNATE'],,1,1,1,Attached unit gains SENTINEL. (Units in this arena can't attack your non-Sentinel units or your base.),,,False,,https://cdn.swu-db.com/images/cards/SOR/322.png,Uncommon,0.48,057
sor,417,Rallying Cry,,1,Event,"['Aggression', 'Aggression']",['TACTIC'],,3,,,Each friendly unit gains RAID 2 this phase. (They get +2/+0 while attacking.),,,False,,https://cdn.swu-db.com/images/cards/SOR/417.png,Uncommon,0.62,154
sor,367,Rebel Assault,,1,Event,"['Command', 'Heroism']","['REBEL', 'TACTIC']",,1,,,"Attack with a REBEL unit. It gets +1/+0 for this attack.|Then, attack with another REBEL unit. It gets +1/+0 for this attack.",,,False,,https://cdn.swu-db.com/images/cards/SOR/367.png,Uncommon,1.93,103
sor,497,Rebel Pathfinder,,1,Unit,['Heroism'],"['REBEL', 'TROOPER']",['Ground'],2,2,3,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/497.png,Common,0.32,239
sor,387,Recruit,,1,Event,['Command'],['SUPPLY'],,1,,,"Search the top 5 cards of your deck for a unit, reveal it, and draw it. (Put the other cards on the bottom of your deck in a random order.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/387.png,Common,0.26,123
sor,407,Red Three,Unstoppable,1,Unit,"['Aggression', 'Heroism']","['REBEL', 'VEHICLE', 'FIGHTER']",['Space'],3,2,3,RAID 1 (This unit gets +1/+0 while attacking.)|Each other friendly Heroism unit gains RAID 1.,,,False,,https://cdn.swu-db.com/images/cards/SOR/407.png,Rare,11.32,144
sor,318,Redemption,Medical Frigate,1,Unit,"['Vigilance', 'Heroism']","['REBEL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],8,6,9,SENTINEL (Units in this arena can't attack your non-Sentinel units or your base.) |When Played: Heal up to 8 total damage from any number of units and/or bases. Deal that much damage to this unit.,,,False,,https://cdn.swu-db.com/images/cards/SOR/318.png,Rare,8.37,052
sor,327,Regional Governor,,1,Unit,['Vigilance'],"['IMPERIAL', 'OFFICIAL']",['Ground'],2,1,4,"When Played: Name a card. While this unit is in play, opponents can't play the named card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/327.png,Rare,3.87,062
sor,501,Regional Sympathizers,,1,Unit,['Heroism'],['REBEL'],['Ground'],4,3,4,"RESTORE 2 (When this unit attacks, heal 2 damage from your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/501.png,Common,0.22,243
sor,383,Reinforcement Walker,,1,Unit,['Command'],"['VEHICLE', 'WALKER']",['Ground'],8,6,9,When Played/On Attack: Look at the top card of your deck. Either draw that card or discard it and heal 3 damage from your base.,,,False,,https://cdn.swu-db.com/images/cards/SOR/383.png,Uncommon,6.27,119
sor,353,Relentless,Konstantine's Folly,1,Unit,"['Command', 'Villainy']","['IMPERIAL', 'VEHICLE', 'CAPITAL SHIP']",['Space'],9,8,8,The first event played by each opponent each round loses all abilities.,,,False,,https://cdn.swu-db.com/images/cards/SOR/353.png,Rare,7.70,089
sor,339,Repair,,1,Event,['Vigilance'],['SUPPLY'],,1,,,Heal 3 damage from a unit or base.,,,False,,https://cdn.swu-db.com/images/cards/SOR/339.png,Common,0.23,074
sor,334,Resilient,,1,Upgrade,['Vigilance'],['INNATE'],,1,0,3,,,,False,,https://cdn.swu-db.com/images/cards/SOR/334.png,Common,0.24,070
sor,510,Restock,,1,Event,,['SUPPLY'],,1,,,Choose up to 4 cards in a discard pile. Put them on the bottom of their owner's deck in a random order.,,,False,,https://cdn.swu-db.com/images/cards/SOR/510.png,Common,0.34,252
sor,310,Restored ARC-170,,1,Unit,"['Vigilance', 'Heroism']","['REBEL', 'VEHICLE', 'FIGHTER']",['Space'],2,2,3,"Restore 1 (When this unit attacks, heal 1 damage from your base.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/310.png,Common,0.88,044
sor,390,Resupply,,1,Event,['Command'],['SUPPLY'],,3,,,Put this event into play as a resource.,,,False,,https://cdn.swu-db.com/images/cards/SOR/390.png,Common,0.96,126
sor,456,Rogue Operative,,1,Unit,"['Cunning', 'Heroism']","['REBEL', 'TROOPER']",['Ground'],3,2,4,"Saboteur (When this unit attacks, ignore Sentinel and defeat the defender's Shields.)|Raid 2 (This unit gets +2/+0 while attacking.)",,,False,,https://cdn.swu-db.com/images/cards/SOR/456.png,Common,0.36,194
sor,365,Rogue Squadron Skirmisher,,1,Unit,"['Command', 'Heroism']","['REBEL', 'VEHICLE', 'SPEEDER']",['Ground'],6,4,6,"AMBUSH (After you play this unit, it may ready and attack an enemy unit.)|When Played: Return a unit that costs 2 or less from your discard pile to your hand.",,,False,,https://cdn.swu-db.com/images/cards/SOR/365.png,Uncommon,0.74,101
sor,332,Rugged Survivors,,1,Unit,['Vigilance'],['FRINGE'],['Ground'],5,3,5,"Grit (This unit gets +1/+0 for each damage on it.)|On Attack: If you control a leader unit, you may draw a card.",,,False,,https://cdn.swu-db.com/images/cards/SOR/332.png,Common,0.20,067
